variant,DDT,M,S,run,seed,total_tardiness,decision_time_ms_mean
full,0.5,10,1,0,0,5135.0,0.6815
full,0.5,10,1,1,1,5347.0,0.6389
full,0.5,10,1,2,2,5617.0,0.6562
full,0.5,10,1,3,3,5277.0,0.5997
full,0.5,10,1,4,4,5158.0,0.6464
full,0.5,10,1,5,5,5203.0,0.6679
full,0.5,10,1,6,6,5428.0,0.7301
full,0.5,10,1,7,7,5189.0,0.6958
full,0.5,10,1,8,8,5505.0,0.692
full,0.5,10,1,9,9,5398.0,0.6826
full,0.5,10,1,10,10,5692.0,0.547
full,0.5,10,1,11,11,5470.0,0.5139
full,0.5,10,1,12,12,5309.0,0.5564
full,0.5,10,1,13,13,5237.0,0.5387
full,0.5,10,1,14,14,5532.0,0.5318
full,0.5,10,1,15,15,5378.0,0.5139
full,0.5,10,1,16,16,5366.0,0.5869
full,0.5,10,1,17,17,4973.0,0.5936
full,0.5,10,1,18,18,5158.0,0.5123
full,0.5,10,1,19,19,4979.0,0.5456
full,0.5,10,1,20,20,5824.0,0.5454
full,0.5,10,1,21,21,4844.0,0.557
full,0.5,10,1,22,22,4902.0,0.5123
full,0.5,10,1,23,23,5277.0,0.5216
full,0.5,10,1,24,24,5413.0,0.5723
full,0.5,10,1,25,25,5496.0,0.5229
full,0.5,10,1,26,26,5283.0,0.4945
full,0.5,10,1,27,27,5577.0,0.5238
full,0.5,10,1,28,28,4845.0,0.5241
full,0.5,10,1,29,29,5082.0,0.5204
full,0.5,10,3,0,0,50007.0,0.5936
full,0.5,10,3,1,1,51282.0,0.5949
full,0.5,10,3,2,2,53807.0,0.5922
full,0.5,10,3,3,3,52740.0,0.6064
full,0.5,10,3,4,4,56966.0,0.5938
full,0.5,10,3,5,5,52494.0,0.5904
full,0.5,10,3,6,6,49421.0,0.6022
full,0.5,10,3,7,7,49330.0,0.6613
full,0.5,10,3,8,8,47059.0,0.781
full,0.5,10,3,9,9,52187.0,0.7967
full,0.5,10,3,10,10,49490.0,0.7209
full,0.5,10,3,11,11,49710.0,0.703
full,0.5,10,3,12,12,47267.0,0.8511
full,0.5,10,3,13,13,50421.0,0.7057
full,0.5,10,3,14,14,50157.0,0.7413
full,0.5,10,3,15,15,47290.0,0.8094
full,0.5,10,3,16,16,50352.0,0.7625
full,0.5,10,3,17,17,45794.0,0.7309
full,0.5,10,3,18,18,53952.0,0.7459
full,0.5,10,3,19,19,50968.0,0.6007
full,0.5,10,3,20,20,55270.0,0.6296
full,0.5,10,3,21,21,53489.0,0.6266
full,0.5,10,3,22,22,52883.0,0.6144
full,0.5,10,3,23,23,48797.0,0.6185
full,0.5,10,3,24,24,55617.0,0.605
full,0.5,10,3,25,25,50062.0,0.5855
full,0.5,10,3,26,26,49530.0,0.6016
full,0.5,10,3,27,27,52565.0,0.5939
full,0.5,10,3,28,28,50983.0,0.61
full,0.5,10,3,29,29,49328.0,0.7117
full,0.5,10,5,0,0,212348.0,0.7809
full,0.5,10,5,1,1,209983.0,0.7487
full,0.5,10,5,2,2,209720.0,0.7549
full,0.5,10,5,3,3,207256.0,0.7436
full,0.5,10,5,4,4,216769.0,0.7321
full,0.5,10,5,5,5,212282.0,0.6572
full,0.5,10,5,6,6,217526.0,0.6113
full,0.5,10,5,7,7,216107.0,0.6116
full,0.5,10,5,8,8,208483.0,0.6122
full,0.5,10,5,9,9,225808.0,0.6116
full,0.5,10,5,10,10,220702.0,0.7577
full,0.5,10,5,11,11,218853.0,0.7743
full,0.5,10,5,12,12,220073.0,0.8035
full,0.5,10,5,13,13,206030.0,0.7704
full,0.5,10,5,14,14,209412.0,0.745
full,0.5,10,5,15,15,218200.0,0.7992
full,0.5,10,5,16,16,213244.0,0.611
full,0.5,10,5,17,17,214853.0,0.6061
full,0.5,10,5,18,18,209678.0,0.6043
full,0.5,10,5,19,19,208037.0,0.612
full,0.5,10,5,20,20,214792.0,0.6076
full,0.5,10,5,21,21,215325.0,0.7449
full,0.5,10,5,22,22,214417.0,0.7715
full,0.5,10,5,23,23,216825.0,0.7523
full,0.5,10,5,24,24,226346.0,0.7045
full,0.5,10,5,25,25,216267.0,0.7622
full,0.5,10,5,26,26,213224.0,0.6948
full,0.5,10,5,27,27,226784.0,0.5998
full,0.5,10,5,28,28,220127.0,0.5937
full,0.5,10,5,29,29,220992.0,0.5984
full,0.5,15,1,0,0,5687.0,0.572
full,0.5,15,1,1,1,5309.0,0.5731
full,0.5,15,1,2,2,6116.0,0.5454
full,0.5,15,1,3,3,5611.0,0.5634
full,0.5,15,1,4,4,6530.0,0.5812
full,0.5,15,1,5,5,5842.0,0.5622
full,0.5,15,1,6,6,5658.0,0.5633
full,0.5,15,1,7,7,5759.0,0.5534
full,0.5,15,1,8,8,5727.0,0.5588
full,0.5,15,1,9,9,6516.0,0.5676
full,0.5,15,1,10,10,5765.0,0.558
full,0.5,15,1,11,11,5703.0,0.5824
full,0.5,15,1,12,12,5257.0,0.5563
full,0.5,15,1,13,13,5604.0,0.5361
full,0.5,15,1,14,14,5260.0,0.8528
full,0.5,15,1,15,15,5718.0,0.6958
full,0.5,15,1,16,16,5425.0,0.7192
full,0.5,15,1,17,17,5591.0,0.7279
full,0.5,15,1,18,18,5816.0,0.7724
full,0.5,15,1,19,19,5388.0,0.6521
full,0.5,15,1,20,20,5585.0,0.6883
full,0.5,15,1,21,21,5119.0,0.6314
full,0.5,15,1,22,22,5863.0,0.6974
full,0.5,15,1,23,23,5399.0,0.8348
full,0.5,15,1,24,24,5506.0,0.7685
full,0.5,15,1,25,25,5444.0,0.7769
full,0.5,15,1,26,26,5676.0,0.7241
full,0.5,15,1,27,27,5902.0,0.6503
full,0.5,15,1,28,28,5529.0,0.6794
full,0.5,15,1,29,29,5237.0,0.6399
full,0.5,15,3,0,0,23321.0,0.7172
full,0.5,15,3,1,1,21072.0,0.7029
full,0.5,15,3,2,2,23716.0,0.7201
full,0.5,15,3,3,3,19729.0,0.7253
full,0.5,15,3,4,4,19967.0,0.5748
full,0.5,15,3,5,5,23525.0,0.8645
full,0.5,15,3,6,6,24470.0,0.7605
full,0.5,15,3,7,7,23013.0,0.714
full,0.5,15,3,8,8,21635.0,0.7279
full,0.5,15,3,9,9,19834.0,0.5556
full,0.5,15,3,10,10,19126.0,0.5527
full,0.5,15,3,11,11,22396.0,0.5674
full,0.5,15,3,12,12,22659.0,0.5515
full,0.5,15,3,13,13,23358.0,0.561
full,0.5,15,3,14,14,19956.0,0.5554
full,0.5,15,3,15,15,22821.0,0.5615
full,0.5,15,3,16,16,18998.0,0.5607
full,0.5,15,3,17,17,19903.0,0.5646
full,0.5,15,3,18,18,21100.0,0.5615
full,0.5,15,3,19,19,20720.0,0.559
full,0.5,15,3,20,20,19409.0,0.5528
full,0.5,15,3,21,21,21743.0,0.5503
full,0.5,15,3,22,22,22789.0,0.5451
full,0.5,15,3,23,23,21776.0,0.7016
full,0.5,15,3,24,24,19889.0,0.7669
full,0.5,15,3,25,25,21384.0,0.7704
full,0.5,15,3,26,26,18563.0,0.7603
full,0.5,15,3,27,27,22922.0,0.6273
full,0.5,15,3,28,28,21332.0,0.7977
full,0.5,15,3,29,29,21446.0,0.7359
full,0.5,15,5,0,0,42335.0,0.7721
full,0.5,15,5,1,1,38906.0,0.7703
full,0.5,15,5,2,2,39653.0,0.796
full,0.5,15,5,3,3,36002.0,0.6293
full,0.5,15,5,4,4,42312.0,0.6089
full,0.5,15,5,5,5,44606.0,0.6115
full,0.5,15,5,6,6,41954.0,0.6249
full,0.5,15,5,7,7,40992.0,0.603
full,0.5,15,5,8,8,42506.0,0.6742
full,0.5,15,5,9,9,42074.0,0.7488
full,0.5,15,5,10,10,42513.0,0.7563
full,0.5,15,5,11,11,41054.0,0.7731
full,0.5,15,5,12,12,39540.0,0.7677
full,0.5,15,5,13,13,37665.0,0.755
full,0.5,15,5,14,14,40315.0,0.6681
full,0.5,15,5,15,15,38082.0,0.6058
full,0.5,15,5,16,16,40109.0,0.597
full,0.5,15,5,17,17,38646.0,0.5909
full,0.5,15,5,18,18,37020.0,0.6062
full,0.5,15,5,19,19,41029.0,0.5843
full,0.5,15,5,20,20,39381.0,0.7691
full,0.5,15,5,21,21,39807.0,0.7666
full,0.5,15,5,22,22,39563.0,0.7662
full,0.5,15,5,23,23,36525.0,0.7712
full,0.5,15,5,24,24,39716.0,0.7894
full,0.5,15,5,25,25,44356.0,0.7364
full,0.5,15,5,26,26,36011.0,0.6134
full,0.5,15,5,27,27,39083.0,0.6037
full,0.5,15,5,28,28,39137.0,0.6051
full,0.5,15,5,29,29,38957.0,0.6124
full,0.5,20,1,0,0,8003.0,0.6056
full,0.5,20,1,1,1,7816.0,0.6011
full,0.5,20,1,2,2,7627.0,0.6031
full,0.5,20,1,3,3,7409.0,0.6038
full,0.5,20,1,4,4,7155.0,0.6009
full,0.5,20,1,5,5,7499.0,0.5658
full,0.5,20,1,6,6,7340.0,0.7548
full,0.5,20,1,7,7,7112.0,0.6435
full,0.5,20,1,8,8,7723.0,0.909
full,0.5,20,1,9,9,7990.0,0.9217
full,0.5,20,1,10,10,7630.0,0.6923
full,0.5,20,1,11,11,7520.0,0.6931
full,0.5,20,1,12,12,7745.0,0.7303
full,0.5,20,1,13,13,7732.0,0.7482
full,0.5,20,1,14,14,7378.0,0.8673
full,0.5,20,1,15,15,8043.0,0.8455
full,0.5,20,1,16,16,7103.0,0.8079
full,0.5,20,1,17,17,7409.0,0.7804
full,0.5,20,1,18,18,7188.0,0.6701
full,0.5,20,1,19,19,7021.0,0.7627
full,0.5,20,1,20,20,7470.0,0.8875
full,0.5,20,1,21,21,7574.0,0.8167
full,0.5,20,1,22,22,7949.0,0.6715
full,0.5,20,1,23,23,7671.0,0.7362
full,0.5,20,1,24,24,7504.0,0.7926
full,0.5,20,1,25,25,7474.0,0.8185
full,0.5,20,1,26,26,7731.0,0.8589
full,0.5,20,1,27,27,7676.0,0.7899
full,0.5,20,1,28,28,7482.0,0.6777
full,0.5,20,1,29,29,7750.0,0.6101
full,0.5,20,3,0,0,22527.0,0.6441
full,0.5,20,3,1,1,22331.0,0.6462
full,0.5,20,3,2,2,22099.0,0.6442
full,0.5,20,3,3,3,26494.0,0.6413
full,0.5,20,3,4,4,24454.0,0.634
full,0.5,20,3,5,5,20567.0,0.7955
full,0.5,20,3,6,6,23188.0,0.7945
full,0.5,20,3,7,7,31499.0,0.797
full,0.5,20,3,8,8,23402.0,0.8003
full,0.5,20,3,9,9,22902.0,0.805
full,0.5,20,3,10,10,27522.0,0.7829
full,0.5,20,3,11,11,27695.0,0.6543
full,0.5,20,3,12,12,23838.0,0.6347
full,0.5,20,3,13,13,26597.0,0.6405
full,0.5,20,3,14,14,23948.0,0.6373
full,0.5,20,3,15,15,25233.0,0.647
full,0.5,20,3,16,16,24713.0,0.7237
full,0.5,20,3,17,17,25109.0,0.7164
full,0.5,20,3,18,18,22944.0,0.8187
full,0.5,20,3,19,19,23604.0,0.8145
full,0.5,20,3,20,20,19821.0,0.7316
full,0.5,20,3,21,21,21804.0,0.8016
full,0.5,20,3,22,22,21873.0,0.754
full,0.5,20,3,23,23,21982.0,0.6402
full,0.5,20,3,24,24,21620.0,0.6513
full,0.5,20,3,25,25,23512.0,0.6465
full,0.5,20,3,26,26,21702.0,0.642
full,0.5,20,3,27,27,26282.0,0.637
full,0.5,20,3,28,28,25898.0,0.7998
full,0.5,20,3,29,29,26132.0,0.7882
full,0.5,20,5,0,0,22551.0,0.8415
full,0.5,20,5,1,1,22704.0,0.8263
full,0.5,20,5,2,2,22139.0,0.5843
full,0.5,20,5,3,3,22492.0,0.5126
full,0.5,20,5,4,4,22449.0,0.5262
full,0.5,20,5,5,5,22943.0,0.614
full,0.5,20,5,6,6,23074.0,0.6586
full,0.5,20,5,7,7,21937.0,0.6471
full,0.5,20,5,8,8,22539.0,0.7235
full,0.5,20,5,9,9,22781.0,0.7666
full,0.5,20,5,10,10,22238.0,0.7635
full,0.5,20,5,11,11,23236.0,0.706
full,0.5,20,5,12,12,22535.0,0.6966
full,0.5,20,5,13,13,23023.0,0.6989
full,0.5,20,5,14,14,22870.0,0.7029
full,0.5,20,5,15,15,22759.0,0.5986
full,0.5,20,5,16,16,22275.0,0.6008
full,0.5,20,5,17,17,22894.0,0.6433
full,0.5,20,5,18,18,22339.0,0.6669
full,0.5,20,5,19,19,22861.0,0.6597
full,0.5,20,5,20,20,22794.0,0.69
full,0.5,20,5,21,21,22607.0,0.7146
full,0.5,20,5,22,22,22340.0,0.6712
full,0.5,20,5,23,23,22248.0,0.5025
full,0.5,20,5,24,24,22236.0,0.5099
full,0.5,20,5,25,25,22553.0,0.51
full,0.5,20,5,26,26,22831.0,0.4995
full,0.5,20,5,27,27,22245.0,0.5133
full,0.5,20,5,28,28,22511.0,0.5025
full,0.5,20,5,29,29,22083.0,0.5091
full,1.0,10,1,0,0,2055.0,0.5832
full,1.0,10,1,1,1,1280.0,0.5945
full,1.0,10,1,2,2,1524.0,0.5935
full,1.0,10,1,3,3,1219.0,0.5898
full,1.0,10,1,4,4,1874.0,0.5904
full,1.0,10,1,5,5,1191.0,0.5843
full,1.0,10,1,6,6,1355.0,0.604
full,1.0,10,1,7,7,1523.0,0.5875
full,1.0,10,1,8,8,1391.0,0.5788
full,1.0,10,1,9,9,1667.0,0.5769
full,1.0,10,1,10,10,2174.0,0.5916
full,1.0,10,1,11,11,1766.0,0.5815
full,1.0,10,1,12,12,1205.0,0.5806
full,1.0,10,1,13,13,1468.0,0.5842
full,1.0,10,1,14,14,1571.0,0.5831
full,1.0,10,1,15,15,1271.0,0.5885
full,1.0,10,1,16,16,1999.0,0.5901
full,1.0,10,1,17,17,1376.0,0.5815
full,1.0,10,1,18,18,1544.0,0.5879
full,1.0,10,1,19,19,963.0,0.5448
full,1.0,10,1,20,20,2132.0,0.79
full,1.0,10,1,21,21,1532.0,0.7277
full,1.0,10,1,22,22,1858.0,0.7683
full,1.0,10,1,23,23,1771.0,0.7476
full,1.0,10,1,24,24,1637.0,0.7597
full,1.0,10,1,25,25,1509.0,0.7341
full,1.0,10,1,26,26,1644.0,0.831
full,1.0,10,1,27,27,1328.0,0.8196
full,1.0,10,1,28,28,1548.0,0.7659
full,1.0,10,1,29,29,2000.0,0.7777
full,1.0,10,3,0,0,28594.0,0.6746
full,1.0,10,3,1,1,30732.0,0.8002
full,1.0,10,3,2,2,30401.0,0.7341
full,1.0,10,3,3,3,28396.0,0.7533
full,1.0,10,3,4,4,31011.0,0.7163
full,1.0,10,3,5,5,30034.0,0.6852
full,1.0,10,3,6,6,30990.0,0.6313
full,1.0,10,3,7,7,31630.0,0.6219
full,1.0,10,3,8,8,29167.0,0.6111
full,1.0,10,3,9,9,32636.0,0.609
full,1.0,10,3,10,10,30430.0,0.6167
full,1.0,10,3,11,11,30268.0,0.5988
full,1.0,10,3,12,12,29485.0,0.5991
full,1.0,10,3,13,13,29743.0,0.7587
full,1.0,10,3,14,14,28349.0,0.7494
full,1.0,10,3,15,15,27521.0,0.767
full,1.0,10,3,16,16,30231.0,0.8021
full,1.0,10,3,17,17,29213.0,0.6856
full,1.0,10,3,18,18,31097.0,0.8356
full,1.0,10,3,19,19,25213.0,0.7144
full,1.0,10,3,20,20,29550.0,0.7636
full,1.0,10,3,21,21,29383.0,0.7159
full,1.0,10,3,22,22,32701.0,0.5988
full,1.0,10,3,23,23,29496.0,0.6039
full,1.0,10,3,24,24,30836.0,0.6077
full,1.0,10,3,25,25,24772.0,0.6076
full,1.0,10,3,26,26,28821.0,0.6054
full,1.0,10,3,27,27,34398.0,0.6127
full,1.0,10,3,28,28,28923.0,0.6085
full,1.0,10,3,29,29,31552.0,0.6548
full,1.0,10,5,0,0,20850.0,0.5696
full,1.0,10,5,1,1,23378.0,0.544
full,1.0,10,5,2,2,19973.0,0.5409
full,1.0,10,5,3,3,19126.0,0.7123
full,1.0,10,5,4,4,22589.0,0.7971
full,1.0,10,5,5,5,21969.0,0.7942
full,1.0,10,5,6,6,23827.0,0.6924
full,1.0,10,5,7,7,19553.0,0.5851
full,1.0,10,5,8,8,21927.0,0.6089
full,1.0,10,5,9,9,21942.0,0.6378
full,1.0,10,5,10,10,21987.0,0.6458
full,1.0,10,5,11,11,22575.0,0.6538
full,1.0,10,5,12,12,21694.0,0.6577
full,1.0,10,5,13,13,20241.0,0.6408
full,1.0,10,5,14,14,21724.0,0.6694
full,1.0,10,5,15,15,22466.0,0.6813
full,1.0,10,5,16,16,20942.0,0.7206
full,1.0,10,5,17,17,21100.0,0.7519
full,1.0,10,5,18,18,22642.0,0.6867
full,1.0,10,5,19,19,20664.0,0.6651
full,1.0,10,5,20,20,20141.0,0.6542
full,1.0,10,5,21,21,23034.0,0.6238
full,1.0,10,5,22,22,23328.0,0.6099
full,1.0,10,5,23,23,18868.0,0.6444
full,1.0,10,5,24,24,19553.0,0.4718
full,1.0,10,5,25,25,20985.0,0.635
full,1.0,10,5,26,26,21410.0,0.6428
full,1.0,10,5,27,27,21100.0,0.6593
full,1.0,10,5,28,28,21066.0,0.5664
full,1.0,10,5,29,29,20386.0,0.6094
full,1.0,15,1,0,0,481.0,0.648
full,1.0,15,1,1,1,713.0,0.6274
full,1.0,15,1,2,2,616.0,0.6221
full,1.0,15,1,3,3,672.0,0.6728
full,1.0,15,1,4,4,792.0,0.7011
full,1.0,15,1,5,5,706.0,0.6106
full,1.0,15,1,6,6,593.0,0.5398
full,1.0,15,1,7,7,858.0,0.5386
full,1.0,15,1,8,8,535.0,0.524
full,1.0,15,1,9,9,550.0,0.5035
full,1.0,15,1,10,10,516.0,0.5385
full,1.0,15,1,11,11,880.0,0.5268
full,1.0,15,1,12,12,725.0,0.5094
full,1.0,15,1,13,13,561.0,0.5289
full,1.0,15,1,14,14,764.0,0.5307
full,1.0,15,1,15,15,538.0,0.5224
full,1.0,15,1,16,16,739.0,0.5181
full,1.0,15,1,17,17,620.0,0.5263
full,1.0,15,1,18,18,671.0,0.5337
full,1.0,15,1,19,19,602.0,0.5071
full,1.0,15,1,20,20,631.0,0.5115
full,1.0,15,1,21,21,615.0,0.5417
full,1.0,15,1,22,22,658.0,0.5244
full,1.0,15,1,23,23,598.0,0.5171
full,1.0,15,1,24,24,832.0,0.5274
full,1.0,15,1,25,25,548.0,0.5281
full,1.0,15,1,26,26,594.0,0.503
full,1.0,15,1,27,27,669.0,0.5309
full,1.0,15,1,28,28,680.0,0.5279
full,1.0,15,1,29,29,627.0,0.5055
full,1.0,15,3,0,0,10869.0,0.6314
full,1.0,15,3,1,1,11239.0,0.6291
full,1.0,15,3,2,2,11907.0,0.6291
full,1.0,15,3,3,3,10558.0,0.6326
full,1.0,15,3,4,4,11598.0,0.7668
full,1.0,15,3,5,5,10524.0,0.6996
full,1.0,15,3,6,6,12299.0,0.7279
full,1.0,15,3,7,7,11133.0,0.7391
full,1.0,15,3,8,8,8854.0,0.7619
full,1.0,15,3,9,9,11123.0,0.7929
full,1.0,15,3,10,10,9240.0,0.7755
full,1.0,15,3,11,11,11556.0,0.6771
full,1.0,15,3,12,12,10793.0,0.6349
full,1.0,15,3,13,13,9650.0,0.642
full,1.0,15,3,14,14,9615.0,0.6343
full,1.0,15,3,15,15,10312.0,0.6432
full,1.0,15,3,16,16,8630.0,0.6361
full,1.0,15,3,17,17,9377.0,0.7323
full,1.0,15,3,18,18,11224.0,0.7984
full,1.0,15,3,19,19,8616.0,0.7873
full,1.0,15,3,20,20,11430.0,0.7422
full,1.0,15,3,21,21,11595.0,0.8336
full,1.0,15,3,22,22,10505.0,0.7657
full,1.0,15,3,23,23,10438.0,0.8217
full,1.0,15,3,24,24,12097.0,0.6571
full,1.0,15,3,25,25,10124.0,0.642
full,1.0,15,3,26,26,10874.0,0.6434
full,1.0,15,3,27,27,10076.0,0.6448
full,1.0,15,3,28,28,10113.0,0.6466
full,1.0,15,3,29,29,10607.0,0.6457
full,1.0,15,5,0,0,26405.0,0.8064
full,1.0,15,5,1,1,32980.0,0.8343
full,1.0,15,5,2,2,29738.0,0.7493
full,1.0,15,5,3,3,24274.0,0.695
full,1.0,15,5,4,4,27188.0,0.7778
full,1.0,15,5,5,5,25640.0,0.8305
full,1.0,15,5,6,6,27534.0,0.7703
full,1.0,15,5,7,7,28013.0,0.7047
full,1.0,15,5,8,8,27143.0,0.7771
full,1.0,15,5,9,9,26245.0,0.8408
full,1.0,15,5,10,10,27927.0,0.7716
full,1.0,15,5,11,11,31969.0,0.7083
full,1.0,15,5,12,12,28293.0,0.7833
full,1.0,15,5,13,13,23497.0,0.8379
full,1.0,15,5,14,14,23107.0,0.7651
full,1.0,15,5,15,15,22124.0,0.703
full,1.0,15,5,16,16,27070.0,0.7539
full,1.0,15,5,17,17,22030.0,0.8474
full,1.0,15,5,18,18,28946.0,0.7936
full,1.0,15,5,19,19,24428.0,0.6993
full,1.0,15,5,20,20,35119.0,0.7292
full,1.0,15,5,21,21,29245.0,0.8289
full,1.0,15,5,22,22,27328.0,0.8107
full,1.0,15,5,23,23,23766.0,0.7075
full,1.0,15,5,24,24,26769.0,0.7352
full,1.0,15,5,25,25,26636.0,0.8269
full,1.0,15,5,26,26,21078.0,0.7874
full,1.0,15,5,27,27,29001.0,0.7235
full,1.0,15,5,28,28,24978.0,0.7224
full,1.0,15,5,29,29,29999.0,0.8478
full,1.0,20,1,0,0,2432.0,0.6826
full,1.0,20,1,1,1,2406.0,0.676
full,1.0,20,1,2,2,2622.0,0.6647
full,1.0,20,1,3,3,2767.0,0.7374
full,1.0,20,1,4,4,2553.0,0.7848
full,1.0,20,1,5,5,2497.0,0.778
full,1.0,20,1,6,6,2510.0,0.7777
full,1.0,20,1,7,7,2669.0,0.7671
full,1.0,20,1,8,8,2526.0,0.7834
full,1.0,20,1,9,9,2383.0,0.759
full,1.0,20,1,10,10,2492.0,0.7579
full,1.0,20,1,11,11,2769.0,0.7539
full,1.0,20,1,12,12,2509.0,0.7841
full,1.0,20,1,13,13,2574.0,0.7505
full,1.0,20,1,14,14,2694.0,0.7454
full,1.0,20,1,15,15,2516.0,0.7008
full,1.0,20,1,16,16,2556.0,0.6155
full,1.0,20,1,17,17,2674.0,0.6144
full,1.0,20,1,18,18,2612.0,0.5913
full,1.0,20,1,19,19,2644.0,0.7877
full,1.0,20,1,20,20,2527.0,0.8673
full,1.0,20,1,21,21,2545.0,0.8627
full,1.0,20,1,22,22,2592.0,0.8576
full,1.0,20,1,23,23,2352.0,0.7843
full,1.0,20,1,24,24,2398.0,0.5959
full,1.0,20,1,25,25,2616.0,0.5435
full,1.0,20,1,26,26,2536.0,0.5544
full,1.0,20,1,27,27,2635.0,0.5489
full,1.0,20,1,28,28,2559.0,0.5665
full,1.0,20,1,29,29,2541.0,0.5555
full,1.0,20,3,0,0,1201.0,0.5423
full,1.0,20,3,1,1,1028.0,0.492
full,1.0,20,3,2,2,949.0,0.5082
full,1.0,20,3,3,3,975.0,0.4986
full,1.0,20,3,4,4,947.0,0.501
full,1.0,20,3,5,5,1195.0,0.5134
full,1.0,20,3,6,6,1328.0,0.5321
full,1.0,20,3,7,7,960.0,0.5415
full,1.0,20,3,8,8,937.0,0.4824
full,1.0,20,3,9,9,1052.0,0.4975
full,1.0,20,3,10,10,1148.0,0.4847
full,1.0,20,3,11,11,1023.0,0.5123
full,1.0,20,3,12,12,1156.0,0.5019
full,1.0,20,3,13,13,935.0,0.5774
full,1.0,20,3,14,14,871.0,0.5004
full,1.0,20,3,15,15,949.0,0.5546
full,1.0,20,3,16,16,1230.0,0.4962
full,1.0,20,3,17,17,1182.0,0.5013
full,1.0,20,3,18,18,815.0,0.5176
full,1.0,20,3,19,19,888.0,0.5075
full,1.0,20,3,20,20,1011.0,0.5426
full,1.0,20,3,21,21,958.0,0.545
full,1.0,20,3,22,22,886.0,0.5949
full,1.0,20,3,23,23,887.0,0.5397
full,1.0,20,3,24,24,898.0,0.5301
full,1.0,20,3,25,25,870.0,0.5282
full,1.0,20,3,26,26,1149.0,0.5227
full,1.0,20,3,27,27,1112.0,0.5346
full,1.0,20,3,28,28,947.0,0.5259
full,1.0,20,3,29,29,1084.0,0.548
full,1.0,20,5,0,0,10830.0,0.7326
full,1.0,20,5,1,1,14077.0,0.7739
full,1.0,20,5,2,2,12109.0,0.7871
full,1.0,20,5,3,3,9263.0,0.8018
full,1.0,20,5,4,4,12243.0,0.7119
full,1.0,20,5,5,5,8653.0,0.647
full,1.0,20,5,6,6,11550.0,0.6521
full,1.0,20,5,7,7,11192.0,0.7501
full,1.0,20,5,8,8,10553.0,0.76
full,1.0,20,5,9,9,11190.0,0.7589
full,1.0,20,5,10,10,11378.0,0.8205
full,1.0,20,5,11,11,11500.0,0.6523
full,1.0,20,5,12,12,9888.0,0.6567
full,1.0,20,5,13,13,9876.0,0.6546
full,1.0,20,5,14,14,10671.0,0.7771
full,1.0,20,5,15,15,9245.0,0.8096
full,1.0,20,5,16,16,10760.0,0.8071
full,1.0,20,5,17,17,11795.0,0.7198
full,1.0,20,5,18,18,12668.0,0.6555
full,1.0,20,5,19,19,10928.0,0.6635
full,1.0,20,5,20,20,12915.0,0.6966
full,1.0,20,5,21,21,11920.0,0.7949
full,1.0,20,5,22,22,9393.0,0.8097
full,1.0,20,5,23,23,10123.0,0.7972
full,1.0,20,5,24,24,8813.0,0.6809
full,1.0,20,5,25,25,10066.0,0.6483
full,1.0,20,5,26,26,11674.0,0.6491
full,1.0,20,5,27,27,12517.0,0.7798
full,1.0,20,5,28,28,11511.0,0.8053
full,1.0,20,5,29,29,11973.0,0.7979
full,1.5,10,1,0,0,0.0,0.8364
full,1.5,10,1,1,1,0.0,0.8243
full,1.5,10,1,2,2,0.0,0.8091
full,1.5,10,1,3,3,0.0,0.705
full,1.5,10,1,4,4,0.0,0.6365
full,1.5,10,1,5,5,0.0,0.6359
full,1.5,10,1,6,6,0.0,0.6316
full,1.5,10,1,7,7,0.0,0.6309
full,1.5,10,1,8,8,0.0,0.6321
full,1.5,10,1,9,9,0.0,0.6354
full,1.5,10,1,10,10,0.0,0.6316
full,1.5,10,1,11,11,0.0,0.6293
full,1.5,10,1,12,12,0.0,0.6228
full,1.5,10,1,13,13,0.0,0.6295
full,1.5,10,1,14,14,0.0,0.6408
full,1.5,10,1,15,15,0.0,0.627
full,1.5,10,1,16,16,0.0,0.6393
full,1.5,10,1,17,17,0.0,0.6257
full,1.5,10,1,18,18,0.0,0.7014
full,1.5,10,1,19,19,0.0,0.7782
full,1.5,10,1,20,20,0.0,0.7328
full,1.5,10,1,21,21,0.0,0.7311
full,1.5,10,1,22,22,0.0,0.9229
full,1.5,10,1,23,23,0.0,0.778
full,1.5,10,1,24,24,0.0,0.7415
full,1.5,10,1,25,25,0.0,0.7618
full,1.5,10,1,26,26,0.0,0.8209
full,1.5,10,1,27,27,0.0,0.8123
full,1.5,10,1,28,28,0.0,0.82
full,1.5,10,1,29,29,0.0,0.6966
full,1.5,10,3,0,0,16539.0,0.8181
full,1.5,10,3,1,1,14237.0,0.7154
full,1.5,10,3,2,2,13362.0,0.7654
full,1.5,10,3,3,3,12151.0,0.6153
full,1.5,10,3,4,4,13696.0,0.6153
full,1.5,10,3,5,5,14893.0,0.6153
full,1.5,10,3,6,6,12514.0,0.6163
full,1.5,10,3,7,7,12977.0,0.6096
full,1.5,10,3,8,8,13426.0,0.6038
full,1.5,10,3,9,9,11939.0,0.6049
full,1.5,10,3,10,10,12138.0,0.7251
full,1.5,10,3,11,11,14504.0,0.791
full,1.5,10,3,12,12,14621.0,0.7309
full,1.5,10,3,13,13,13499.0,0.825
full,1.5,10,3,14,14,14282.0,0.7632
full,1.5,10,3,15,15,16835.0,0.7915
full,1.5,10,3,16,16,13083.0,0.6783
